provenance_schema_version,reliability_case_id,reviewer_order,search_rank,canonical_url,primary_amp_cohort_member,primary_cohort_status,a1_role,a1_train,a1_validation,a1_test,a1_active_demo,a1_reserve_demo,a1_effective_supervised_train,a1_demo_bank_role,a1_m4_demo,a1_existing_prediction_evaluable_without_split_leakage,a2_fold_1_role,a2_fold_1_train,a2_fold_1_validation,a2_fold_1_test,a2_fold_1_active_demo,a2_fold_1_reserve_demo,a2_fold_1_effective_supervised_train,a2_fold_1_demo_bank_role,a2_fold_1_approved_demo_pool_role,a2_fold_1_m4_demo,a2_fold_1_existing_prediction_evaluable_without_split_leakage,a2_fold_2_role,a2_fold_2_train,a2_fold_2_validation,a2_fold_2_test,a2_fold_2_active_demo,a2_fold_2_reserve_demo,a2_fold_2_effective_supervised_train,a2_fold_2_demo_bank_role,a2_fold_2_approved_demo_pool_role,a2_fold_2_m4_demo,a2_fold_2_existing_prediction_evaluable_without_split_leakage,a2_fold_3_role,a2_fold_3_train,a2_fold_3_validation,a2_fold_3_test,a2_fold_3_active_demo,a2_fold_3_reserve_demo,a2_fold_3_effective_supervised_train,a2_fold_3_demo_bank_role,a2_fold_3_approved_demo_pool_role,a2_fold_3_m4_demo,a2_fold_3_existing_prediction_evaluable_without_split_leakage,a2_test_fold_ids,any_effective_supervised_training_exposure,any_active_or_reserve_demo_exposure,evaluation_b_leakage_caution,a1_split_sha256,a2_split_sha256,reliability_sample_sha256,annotation_values_used,case_selection_performed
1.0.0,HRV1-071,71,582,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2011/k.br._410_.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-072,72,513,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/processo_n_2004.81.00.018889-0.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-073,73,274,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-074,74,320,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2012/ledesma_pedro_alberto_y_otras.html,1,IN_PRIMARY_AMP_COHORT,VALIDATION,0,1,0,0,0,0,,0,0,TEST,0,0,1,0,0,0,,,0,1,VALIDATION,0,1,0,0,0,0,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-075,75,489,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._medrano.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,VALIDATION,0,1,0,0,0,0,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-076,76,452,https://www.unodc.org/cld/case-law-doc/drugcrimetype/usa/2011/united_states_v._webster_case_no_08-30311.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-077,77,1105,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2008/united_states_v._mondragon.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-078,78,53,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2018/c.m.s._y_guillemet_gaston_.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,VALIDATION,0,1,0,0,0,0,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-079,79,476,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._11-1602-2011.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-080,80,1356,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2005/r_v_ds_2005.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TEST,0,0,1,0,0,0,,,0,1,VALIDATION,0,1,0,0,0,0,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-081,81,824,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2010/case_n_2271.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-082,82,817,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2010/case_no._6942010.html,0,OUTSIDE_PRIMARY_COHORT,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,,0,0,OUTSIDE_PRIMARY_COHORT_NO_EXISTING_M1_M4_EVAL_A_PREDICTION,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-083,83,177,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2014/calle_calle_et._al..html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-084,84,940,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/prt/2009/processo_502.7zrc.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-085,85,755,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2010/c._herve_et_d._abdelaziz.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-086,86,1464,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/idn/1998/_1028_kpid_sus2009_.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-087,87,29,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2020/r._v._sinclair.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-088,88,266,https://www.unodc.org/cld/case-law-doc/drugcrimetype/gbr/2013/l._h.v.n._t.h.n._and_t._v_r_2013_ewca_crim_991.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-089,89,17,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2021/case_no._20-0434_supreme_court_of_texas.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-090,90,46,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2019/appeal_of_the_court_of_first_instance_of_liege_2019858.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-091,91,764,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/alb/2010/decision_no.403.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-092,92,79,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2017/case_a262014.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-093,93,1153,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2008/processo_2004.61.06.004897-4_18682.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-094,94,643,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2010/crim._case_no._09-0366_.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-095,95,933,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gtm/2009/case_no._848-2009_.html,0,OUTSIDE_PRIMARY_COHORT,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,,0,0,OUTSIDE_PRIMARY_COHORT_NO_EXISTING_M1_M4_EVAL_A_PREDICTION,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-096,96,254,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/usa/2013/united_states_v._vargas-cordon_733_f.3d_366_2013.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-097,97,145,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2015/chisinau_0615.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TEST,0,0,1,0,0,0,,,0,1,VALIDATION,0,1,0,0,0,0,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-098,98,25,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2020/n_de_pourvoi_19-80372_.html,0,OUTSIDE_PRIMARY_COHORT,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,,0,0,OUTSIDE_PRIMARY_COHORT_NO_EXISTING_M1_M4_EVAL_A_PREDICTION,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-099,99,985,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2009/at_and_others_v_dulghieru.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-100,100,850,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._christopher_m._cockrell.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
