reliability_case_id,search_rank,jurisdiction,family,silver_reference_available,silver_labels_json,human_labels_json,shared_labels_json,silver_only_labels_json,human_only_labels_json,category,exact_set_concordance,jaccard
HRV1-022,962,Canada,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-077,1105,United States of America,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],[],EXACT_MATCH,1,1.0
HRV1-032,1111,Cambodia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-057,1142,Colombia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-046,1159,Switzerland,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-068,1229,United States of America,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_SERVITUDE""]","[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SERVITUDE""]","[""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]",PARTIAL_OVERLAP_BOTH_HAVE_EXTRAS,0,0.3333333333333333
HRV1-010,1238,Slovakia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-011,1396,China,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]",[],SILVER_BROADER,0,0.5
HRV1-036,1399,United States of America,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-029,1462,United States of America,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_OTHER""]","[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_OTHER""]",[],SILVER_BROADER,0,0.6666666666666666
HRV1-020,1508,Jordan,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]",[],[],EXACT_MATCH,1,1.0
HRV1-048,1517,Jordan,PURPOSE,1,"[""PURPOSE_REMOVAL_OF_ORGANS""]","[""PURPOSE_REMOVAL_OF_ORGANS""]","[""PURPOSE_REMOVAL_OF_ORGANS""]",[],[],EXACT_MATCH,1,1.0
HRV1-041,1566,Venezuela (Bolivarian Republic of),PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
